,Artist,Title,Top100,URI
4011,soran,julia,0,0OMqjUUu6lY8VSv0SkBp7W
4012,trevor myall,thought of you,0,0HM6Fs3YTWuFYB4lEP66NA
4013,kian,waiting,0,23Ov2HUf5HK1Q5H3nR7wlz
4014,sasha sloan,the only,0,2olyfHW5Sn7LnIQlxjTZdU
4015,conrad sewell,changing,0,3DrBCwy3tmDXhwhHxyJcA4
4016,dodie,human,0,45h4w81P5iJJTSeR0jJUQ8
4017,mitch james,bright blue skies,0,5zxwumO0laRosoeOvbVSvc
4018,ruth b.,rare,0,50zMpjG2mZkIMqmsJdiGtA
4019,amy shark,i said hi,0,2MuOQdl7uyEteKYCQtG4XE
4020,lady gaga,i'll never love again - film version - radio edit,0,3DKpA54hrFIdPN6AtL9HXa
4021,christopher,irony,0,0UEszsTJ5SezkEQPeAM9S9
4022,lany,malibu nights,0,0Eqg0CQ7bK3RQIMPw1A7pl
4023,ria mae,hold me (feat. frank kadillac),0,4UzrISneTGI3xekm7jUEtx
4024,matt nathanson,used to be,0,5BvP31Kxf5R5WIuwbcQDDT
4025,camila cabello,consequences - orchestra,0,1ArLnG0bHaHPXqf08sEKM0
4026,grace carter,why her not me,0,6xsoOjRcLB8gvjtmsQrIyq
4027,niykee heaton,starting over,0,15jMztFtJ1mFFJ11SZvHHZ
4028,emily warren,the point,0,0jvo85AH33ruP3757RIFdX
4029,lady gaga,look what i found,0,1l9G7M8gNyQsgOGWZGoQsT
4030,sia,i'm still here,0,5KGTKwOePys7aH4o6EzXEP
4031,ashlee + evan,i do,0,3RzPIjokIhZGSBXdQLorVK
4032,faouzia,this mountain,0,0NYJUJaDCvrkMQQt4WSrVU
4033,shawn mendes,under pressure,0,2fLyikLZmHxW4XdToFpDdN
4034,lukas graham,not a damn thing changed,0,6TWoOOvqyMHBUuHpNS5Rre
4037,lp,recovery,0,1a5P7IvLUhRhLnnbkev3PI
4038,scott helman,lifeguard,0,1NohxdkEImr1i2QqEanYBT
4039,brandi carlile,party of one (feat. sam smith),0,25fcj6d2W1l8DQL11Czdzb
4040,sasha sloan,chasing parties,0,4PQJcyOjVSurR2fRZ4MNVE
4041,paden,sail on,0,3kIMafdKm6LQ8PTbN9u8wr
4042,dermot kennedy,power over me,0,4tViDtaHuSLnh7HVJTrKhs
4043,maisie peters,details,0,0fhCPfwzobrm2kyDqcJ9vV
4044,port cities,montreal,0,48IZqsZipHtyM2rCVUsVoR
4045,julie bergan,u got me,0,2NjQePuDpwMvBcEs4hhOVK
4046,out of gravity,cosmic awareness,0,4piid7tPoN2WkIqAxathMC
4047,l.a. atmosphere,wayfarers chapel,0,7mHTs36ERX5DHulVY03z8f
4048,n.y. atmosphere,central park,0,4RW3rLdFGTmGWRFe5G6epg
4049,deep divers,oxygen bar,0,1qborK6nItSSVgZkXosT4k
4050,jaque di palma,the young sabina,0,5EhmLz25rdgm13G1C3KQ8J
4051,l.a. atmosphere,hollywood sky,0,4Oq5aPBtJiMu6h85JhMWQD
4052,falling flowers,life cykles,0,1K5AeX3Jz7kcLtLS4QAomn
4053,landscapes of joy,a drop in the ocean,0,4ea3AmukxE51LpUlmI1DcC
4054,st*rman,across the universe - sleep version,0,0WbIOxipa63nc8DjE7W0ot
4055,deep divers,dolphin diver,0,30nFANb7ZagzcrJ0YUVmNG
4056,hong kong atmosphere,ocean park,0,6PnaH2MuhcqRxXQe7UNQRX
4057,roma atmosphere,terme di caracalla,0,04lDOxJeMbYjkTVx9TbJsb
4058,space lounge,dreaming,0,4SP5uWdOAZGCxztRldt6U4
4059,barcelona atmosphere,parc güell,0,1znpMS5QcPwMIkE3cnb6sL
4060,izumi tanaka,rikyu garden,0,6CpwIyYfaoAT7RlsrIhPLH
4061,vincente m,first flower,0,6k1DasduiT5LjawgYPg3pF
4062,luc serra,bilitis,0,2oGF6uYbJedBfVFJlbOxaY
4063,inner voice,beyond the mind,0,6UmunBFFUoJ4BJ791Uh8jO
4064,floating lights,minimal steps,0,1leDriZZIWRHVL86WgcbUJ
4065,enzo,yearning,0,5P8ysr5kiAe0KFWoFDCdQH
4066,izumi tanaka,leaf in the wind,0,7LapFtC9oexxVwF0Oyg5hm
4067,vincente m,midsummer,0,7n9GNIshLB6CEUiy8zj7oK
4068,vincente m,calmative,0,6k1DasduiT5LjawgYPg3pF
4069,paris atmosphere,paris romance,0,40lIS5y4IvPlF4UPy2yJwR
4070,enzo,misty wind,0,403UeCOjakaDLU8e23YeNa
4071,uprising spirit,to india,0,2XRfgfUBstUQGzh27fwTAw
4072,anthony hathaway,sorry - spa version,0,0oo4i61kesCDYpPbrMo6Xn
4073,nkisok,slowing down magic,0,5VoHgAU6WTY4HOe951OpYl
4074,ears of light,life - dream version,0,26v56OpEbK9IpXwjXmv7FA
4075,enzo,mothers day,0,5Xz0xoK6h0DY3hkLLJdfbp
4076,paris atmosphere,st germain 54,0,21TG8QkajgXY6rWjIK5dFO
4077,amy yeager,musicbox,0,0pmeTXglx0EPPjp9deog17
4078,enzo,peaceful steps,0,0uQp5uVoeiERuDd9ld0eqw
4079,floating lights,through the summer fields,0,5nGUQM7GL3OgpCYCY7TkUv
4080,landscapes of joy,horizon,0,0BnOGTQYYZYEXsgA1ryRYT
4081,milo heart,enter,0,3zmaWVi1TqIsXLSIPHgtSe
4082,roma atmosphere,villa borghese,0,5N69GHuuvue74rYozPlBJ2
4083,safari,blank space - focus version,0,1HNdw6CPdClwclR95AaHCh
4084,paris atmosphere,fragments café,0,3jg4Z0yPJsVx5M3BOYkBS0
4085,enzo,forgotten,0,60AboAcbwdyNQGmGSNRjcj
4086,l.a. atmosphere,sandstone peak,0,0QVBZQhbTjOXjlSUzUoJKq
4087,james horner,rooftop kiss,0,1kLeO0H9TdEewIZdr7Zi2i
4088,n.y. atmosphere,bookstore cafe,0,7wWAcQnMR6So9G1bPq3AAC
4089,izumi tanaka,once i loved,0,7sUqx8gt8xfB1lyXb4GKxQ
4090,deep divers,abyss,0,5JDpprHM2zRg7bYDzGUKOr
4091,luchs,chasing cloud nine,0,3syIiKL3nOWcphWLsVtMEA
4092,salvador vega,salamanca,0,0wcO44QmAQWAXaCRbyWJzG
4093,oats,i'll wait - ambient version,0,31iuZioQE8Ujyqy5Dt86cK
4094,hamilton,locked away - sleep version,0,2lYPiiDiJytrO7QHb5yO0b
4095,gary stand,american beauty,0,2E9L2pqUerLhlxxe8P5z8m
4096,ears of light,wish i could fly - ambient mix,0,2g1PIqQoblo8xIzRYrJ9pg
4097,deep divers,salt water,0,571BrUMv3Yl9ba8NysYohb
4098,the upstairs,nocturne no 20 - chill with me mix,0,1drIzBpNWYeQgMVjjTV4xY
4099,enzo,magic moon,0,5p2GUMQzGxv7u42z4uiNdD
4100,hong kong atmosphere,lantau island,0,3yMlCr3Hqa940RLXT0QiJG
4101,uniq,new start,0,0nn0W0kKftbGhXXYUoQogt
4102,sofia's choice,song for vince,0,1HBjb4LogxDd4bQfK7rVpQ
4103,soul secret,tranquility,0,03pNADmVS4hTMfr4eUrui0
4104,enzo,castaway,0,3BUiTyv4rgWL1GfVoBPwNH
4105,st*rman,oxygene - spa version,0,2nSZUB39Wj9iwvFD9kqqqV
4106,echoteque,cavatina - ambient mix,0,2LGL5Xr3PQuFxDcjZgdM8r
4107,mr. steem,calmness in the rain,0,0slCVUsPF4qTT1X0W3YiZF
4108,floating lights,pendulum,0,5GowdwInXfSd4aTIM52Gmo
4109,nkisok,springflower,0,4Lc8vTUzHmT8umKMXLiIOT
4110,tommi cuore,moment magique,0,08CvXZ8iDzT49xjkSQCFku
4111,tommi cuore,open fields,0,0RtZf5T9Rn6HGjDx0QHmhj
4112,salvador vega,la mancha 34,0,1G4dhCPvgYsb1PrLH14O0i
4114,luc serra,ballade pour adeline,0,0jnqn1rA2CiRv3Bdzov69p
4115,out of gravity,desert winds,0,1GywB0MQ65lJc1wBugaPqY
4116,milo heart,exit,0,7fqVkGIea2Kb58i2Oajz3Z
4117,café del mar,gymnopedie,0,0XhCgM2T7eXjUDqKU36hjD
4118,martin fox,simple beauty,0,3a6enSby0Rw9mrRPKDvqEL
4119,l.a. atmosphere,abalone cove,0,3KN3YtptG4i5pyXfpFU2RS
4120,shade,answers within - focus version,0,1O8YoA4PObk5t8qLX6wOck
4121,izumi tanaka,merry go round,0,55uTrUWCrefUlsFBlw05E9
4122,hong kong atmosphere,hong kong skyline,0,4Dj3FMZMMBXCxNkJ25o2Ta
4123,sublime harmonics,dream with me,0,1vohbmg3p6Hy4p3AHEWFhB
4124,chris call,animals - sleep version,0,29yMUhiug3y8rbCW42Qro2
4126,the kinks,you really got me - remastered,0,0DU2orNjqEw5IAH8R1C05n
4127,twenty one pilots,jumpsuit,0,1E1uGhNdBe6Dddbgs2KqtZ
4128,nothing but thieves,forever & ever more,0,0NBAXi7pWtoiLo7oomWBKw
4129,greta van fleet,highway tune,0,7aOor99o8NNLZYElOXlBG1
4130,little jesus,la magia,0,6NALumxGj6tUkYdk5HYpla
4131,los bunkers,llueve sobre la ciudad,0,2bQn1ATsEIWwswbsPpOrp9
4132,the cardigans,my favourite game,0,0Ui05Ov0s4PnRc4JI3Pilg
4133,zoé,no hay mal que dure,0,5YExs1OO0ol2fIaRm7WmLN
4134,imagine dragons,"zero - from the original motion picture ""ralph breaks the internet""",0,2bzitsPcImYC6DZWvvLCQi
4135,kinky,soun tha mi primer amor,0,1ABzvnkHLpLaIN7VlB00LJ
4136,slowdive,star roving,0,6oeABvJGU7Oztzd3CiSv0l
4137,foo fighters,learn to fly,0,5OQsiBsky2k2kDKy2bX2eT
4138,fitz and the tantrums,the walker,0,0Nk7bSn0MItonkR0GNs3mj
4139,interpol,the rover,0,1RTk31cNoWdx1HBRbkc02a
4140,slaves,chokehold,0,5UumUyJOxEWH0va1953JIJ
4141,babasónicos,irresponsables,0,0dsViRiDTIuexAL42Nc1Kh
4142,soda stereo,primavera 0 - remasterizado 2007,0,2BsvZqL8p66ZyU9oA1kIJz
4143,nortec collective,tijuana sound machine,0,5S3bkGSr1S0MHhsOY6lHL4
4144,the hives,walk idiot walk,0,5Pdd4QCr0rREXM03zBM2Eh
4146,diamante eléctrico,revolver,0,4VxfcsO3HxB4YJ4jv4zQXV
4147,queens of the stone age,3's & 7's,0,63wsuMhok6GgcBRd2strGk
4148,vigilante,el planeta,0,1moTqf3HMZylNR3zKY2RNq
4149,catherine mcgrath,just in case - acoustic,0,2ViAxjf9aF2pgfpXYy0AwM
4150,jon langston,forever girl,0,4JBKYoKFRijmnOEfFiNhbM
4151,iron & wine,call it dreaming,0,0iWUW8UNkmyUa8Aa6anow6
4152,mipso,coming down the mountain,0,43bkejyRlzXjVGKvXYLHzg
4153,jewel,body on body (johnny cash: forever words),0,2uMYugZ7YrpPV5IvrdmNVt
4154,natalie hemby,this town still talks about you,0,7yPmspgKN5MPOVlyAWFtsa
4155,rob baird,run of good luck,0,4Px5YO3pRfrswEkVWxXhz8
4156,lee brice,a woman like you,0,3oyMHCAAcnWFdcGuVgwfhd
4157,parker millsap,singing to me,0,59iILyv9x7MA04G1VDA5Q8
4158,devin dawson,asking for a friend,0,5mXOdtyPOL6GEuZdCyHSsb
4159,mipso,people change,0,1iepnn71MidOJZ7Y3vfgE4
4160,hellbound glory,streets of aberdeen,0,35OJNr3isVPPjiW02Km3bp
4161,chris stapleton,a simple song,0,1XXl9pl7ObojHbyJetY75n
4162,josh kelley,it’s your move,0,34mkhE894kcrgBCYnnQBaw
4163,rachel wammack,damage,0,1uBRNgmW6Oz6gssIb1a6kn
4164,jeffrey foucault,cheap suit,0,2yWTcrs09YISrT3yXZB5Bp
4166,dave barnes,nothing like you,0,52GgfKWo0tdSbq8trVhgUj
4167,liz rose,swimming alone,0,3rGe3ed1wHvPNgAlwNO686
4169,charlie worsham,old time's sake,0,3IQSmhYf1nst6Gp5BbW3xE
4170,chris carmack,pieces of you,0,4jXgMitWFlkmXbKXUbyubz
4171,old dominion,written in the sand,0,2A69wys3S9uiPSmn6UZWJn
4172,amos lee,wait up for me,0,1pLbS57mLE8iG4njSQIAtX
4173,jeffrey east,time is cold (coffee house version),0,0BYkrYRN04xUnZG53OHfGS
4174,green river ordinance,dancing shoes,0,3Y6BuzQCg9p4yH347Nn8OW
4175,chris young,blacked out,0,3d5pGFm3KHRIfpP9hG80jr
4177,hayes carll,the love that we need,0,31dEh1OeZGv61RZzDIixue
4178,nashville cast,when the right one comes along,0,6qulnpxjhao3x2L5tmnsa5
4179,austin basham,all is well,0,1F4SgkTGnamV8KBgCwlHq2
4180,eric paslay,she don't love you,0,1B17jo7XD3lJ9AtrdE9kUd
4181,sara watkins,without a word,0,4e6dpHanuFVUxou9bKkLDN
4182,jason isbell and the 400 unit,if we were vampires,0,250RLekaiL1q9qZer975Eg
4183,kacey musgraves,slow burn,0,6ET9kf9riLETWs9lePUEAI
4184,haley & michaels,giving it all (to you),0,4dQCgHy1lh24ystDObYXDB
4185,becca mancari,golden (acoustic),0,3tsrOkDmaJg60XJMkEmYpp
4186,old dominion,nowhere fast,0,6arLnfArtdWKOcCYzDd4rS
4187,chris stapleton,whiskey and you,0,5aDK0TurEtiedVdT0a6k9a
4188,tenille townes,where you are - acoustic,0,4OrDWRw53W0rp1Lps64OFb
4189,chris young,what if i stay,0,0v2pLTGuWGYaDr3bHyHOnV
4190,alison krauss & union station,the captain's daughter (johnny cash: forever words),0,5ZZtNu0ZMABs6Jwomk8isG
4191,tyler cain,suitcase heart,0,6ubDRHl6acd8PkUS5fXwvu
4192,jordan depaul,brighter shade of blue,0,1yyXmUb99vQ1BI1ee9gkFh
4193,maren morris,mona lisas and mad hatters,0,3sZpfLcumDW0henSU6wbie
4194,ryan griffin,woulda left me too,0,5GOLGi2dpY0oYwVmxZXjL8
4195,lori mckenna,the time i've wasted,0,1JtvwshkJMxfm4oRhJp93C
4196,bill monroe & his blue grass boys,blue moon of kentucky,0,3x95FfMhVfB3ZNIufQ1IF3
4198,roy rogers,don't fence me in,0,3FUL2VqnKPvpuRLvUQozn1
4199,bob wills & his texas playboys,stay a little longer,0,3T9kdYeXp2E242GvF1ZB9m
4200,tex williams,smoke! smoke! smoke! (that cigarette),0,7nskxCYXAwoKiJkZzUMcJo
4201,little jimmy dickens,take an old cold 'tater (and wait),0,31u0qGiw6ZiYe4KasJi2zv
4202,eddy arnold,bouquet of roses - remastered,0,2iM66C4ttfO2kMc2eLYzHq
4203,bob wills & his texas playboys,new san antonio rose,0,0ENjQO4pgtxXRFEPS3GXUv
4204,red foley,old shep,0,1EcZIKPxycGolcf0nvEvqf
4205,sons of the pioneers,cool water,0,5kI7vpum3qPDB8ZT6rSPNV
4206,eddy arnold,texarkana baby,0,4OTNxudT8w2o3ZnO4EWJoc
4207,leon mcauliff and his cimarron boys,panhandle rag,0,5gWpIqRE0H93DQxViKGbJ7
4208,bill monroe & his blue grass boys,mule skinner blues (blue yodel #8),0,1jTzbTHC5exMRTkZkXS4il
4209,the maddox brothers & rose,milk cow blues,0,0MqMyraV6ciugCfVvY1Jxu
4210,hank snow,the golden rocket,0,5jcprGzyDUAq25Babtyuei
4212,hank williams,i'm a long gone daddy,0,0eY7kKOBZs2PxFnXNGYSnr
4213,jimmie davis,you are my sunshine,0,7yjIl8Ddhp6krM3rUNOBpU
4214,merle travis,steel guitar rag,0,6lkPSoSLHfRrRvykuWgpfh
4215,bill monroe,kentucky waltz,0,44X3wBWJkqZucNHbYU6Wk9
4216,hank williams,i saw the light,0,675n4cfx308vwH0VBGqEOM
4217,george morgan,room full of roses,0,2cBvzEpULwlad4RaXbcIiw
4218,bob wills & his texas playboys,cherokee maiden,0,0nBjrklebmieCxTBY4jITG
4219,ernest tubb,walking the floor over you - 1941 edit,0,7vDYwBSPs5Wpn3XI6oqMM9
4220,johnny bond,"so, round, so firm, so fully packed",0,0OmEXfD8wnUDd5hCQktc5x
4221,floyd tillman,i love you so much it hurts,0,00IE8qRDH4Om74rnjeyoQl
4222,hank williams,lovesick blues - single version,0,4RZFpgo4VzBjH5g7XCHo2l
4223,tennessee ernie ford,mule train,0,1gPJTFz0LBq7l9cZ9P7siy
4225,bing crosby,pistol packin' mama - single version,0,2Pn1HP6ZTVpBaew1jHcs87
4226,bob wills & his texas playboys,roly-poly,0,1eqfEgDjxtCu8RBnEdg3bT
4229,tex ritter,deck of cards,0,6n2XxkTKvSE6fUUkV8E0T0
4230,hank williams,honky tonkin',0,060t6chRq0DIRuZfcporgB
4231,al dexter,"too late to worry, too blue to cry",0,0a30xoC1ElyAD6w8k1ydFm
4232,bob wills & his texas playboys,texas playboy rag,0,2RwblMHpl88xgymgZFzFIi
4233,eddy arnold,anytime - remastered,0,4CX5dAUwc8zUVpExxXtFLZ
4234,bing crosby,tumbling tumbleweeds,0,29IohmaYFMxVuHTUfBnDg3
4235,sons of the pioneers,riders in the sky,0,5kI7vpum3qPDB8ZT6rSPNV
4236,gene autry,deep in the heart of texas,0,0GuSsqQg8oF2xE2fzEQCCo
4237,hank williams,mind your own business - single version,0,5R6K9DrJHgVhE31KA2ERZ7
4238,eddy arnold,one kiss too many,0,3W4mPMAvJqIlrLMLVZSaq1
4240,gene autry,jingle jangle jingle,0,2aBoUu846J4ILDXmgc9tQ3
4241,hank williams,my bucket's got a hole in it - single version,0,3j7WmaXlAx221s5dixB6He
4242,bob wills & his texas playboys,cotton eyed joe - single version,0,12hH0TgLBeC7QMIM7xy1IN
4243,red foley,too old to cut the mustard,0,3eCBDkw6G3ArDFoqEYXf7a
4244,chet atkins & his colorado mountain boys,canned heat - buddha remastered - 2000,0,0OzRwhv4HwIlMTabLvt0bE
4245,hank williams,move it on over,0,5dSLQkCrNpDIK8FviwtfFG
4246,bob wills & his texas playboys,bubbles in my beer - single version,0,4A2dABZi18gmKGizp0ubyn
4247,red foley,chattanoogie shoe shine boy,0,7Jf323ttHKUnPylFWiaGl3
4248,ernest tubb,drivin' nails in my coffin,0,637H6WFOu2z7neejRnY2kf
4249,jimmie davis,columbus stockade blues,0,0qHVeYxp9Ad7KMUC6V6KJy
4250,bob wills & his texas playboys,my window faces the south,0,4SAvq8Fem0hqUlkP0dxXQ1
4251,george morgan,candy kisses - 78 rpm version,0,4JJ1gdFvZVlnLW9QTKOaeO
4252,bob wills,ida red,0,6Va6Mpqj9prgmYwUHdxj4z
4253,jimmy wakely,mine all mine,0,7rcJbfEYN97puauynU3luu
4254,hoosier hot shots,sioux city sue,0,0qHMIiiuMFcZD5UaxyUBzv
4255,tennessee ernie ford,shot-gun boogie,0,66gEeYiMppDZjNEoTsbnL6
4256,lefty frizzell,if you've got the money i've got the time,0,3jvNwwHkWjELV3QALVz47D
4257,jimmy wakely,one has my name (the other has my heart),0,30S4lAJWRdFtgZJys5VoNW
4258,bob wills,take me back to tulsa,0,74zBjPCZ1juar6yeglInYv
4259,johnny bond,mexicali rose,0,6n9eaFronwcgzMr85UAuvh
4260,hank thompson,the wild side of life,0,39AxeDwNIyjPKgI7g9H2Jg
4261,cowboy copas,filipino baby,0,0sclx7x70Oaa6q01P2hrI0
4262,al dexter,"wine, women and song",0,75yEjCoDaeuOwMvjhpFOAi
4263,"hank snow, the singing ranger, and his rainbow ranch boys",i'm movin' on,0,446eGf6Afa6PuZYTsF19U1
4264,don gibson,"blue, blue day",0,0lgckCZ94ZjtCBpjfRL5Su
4265,hank williams,jambalaya (on the bayou) - single version,0,0iSgP007c2uYck3dq5ltIM
4266,the davis sisters,i forgot more than you'll ever know - remastered,0,1hV5guiKDYaQCKnwXXLzyH
4267,george jones,white lightning - single version,0,7o68KX6XyCS9lydBTH6TCP
4268,hank williams,you win again,0,2eEwvpPcUu3DzKGdLP2y8D
4269,kitty wells,it wasn't god who made honky tonk angels,0,1zJRHhb8yN2LyVfNhmlhH0
4270,jerry lee lewis,whole lotta shakin' going on,0,19J1kwHa3sgxLwaWDleGhd
4271,sonny james,young love,0,7ow0KcdNRitEedvwQNTd6S
4272,webb pierce,there stands the glass,0,0VxX3RBKO46Ky6XgvN0bME
4274,elvis presley,don't be cruel,0,01u6AEzGbGbQyYVdxajxqk
4275,hank williams,why don't you love me - single version,0,3u4QCWCMvQzkobZmwR9i2N
4276,ray price,crazy arms,0,2cwGK6ZYfiZ1EZva2VEKSN
4277,eddy arnold,tennessee stud - remastered,0,0B6zRccZmGS6CoMFXv8wdc
4278,johnny horton,the battle of new orleans,0,0dwpdcQkeZqpuoAPYD49N3
4280,jimmie rodgers,kisses sweeter than wine,0,2luRltDp0ZG4ORi3lA8NsB
4281,jerry lee lewis,great balls of fire,0,5UvE5QlINnvEc7aFO14DVL
4282,hank thompson,wildwood flower - instrumental,0,6zLHRDxxP2EpTuqlJz6no3
4283,jim reeves,am i losing you,0,3CRQJXjhNZiyvoNc3RIcwr
4284,elvis presley,heartbreak hotel,0,6xNwKNYZcvgV3XTIwsgNio
4285,bobby helms,fraulein,0,6gVC5GAgCPeK83maUTDXlS
4286,hank locklin,send me the pillow you dream on,0,5zVjs89nsOIT7I90ETawau
4287,lefty frizzell,always late (with your kisses),0,3XQ2ZGDLsNVzypE5UMFsIF
4289,marty robbins,singing the blues,0,4vcHOxfV846dVjyToPFBRp
4290,elvis presley,all shook up,0,5ueyLj6e6oVaTY0KQ6yLaA
4291,leroy van dyke,the auctioneer,0,78ppGvt1zJsERRzgRMjdLL
4292,hank snow & his rainbow ranch boys,i don't hurt anymore - remastered,0,52o7DuuvSLrk6ffYqVphMo
4293,billy grammer,gotta travel on,0,3HynxUWKnm7rtzjVkyXoHu
4294,stonewall jackson,waterloo,0,3YXPyakTFaoVS2ffimogLR
4295,hawkshaw hawkins,slow poke,0,6FF75qRTxIbIHQTDEiUFmm
4296,johnny cash,ballad of a teenage queen,0,5HwAaXDLVDgVcoGIjDRANK
4298,ray price,invitation to the blues,0,0C7M2eMM22PSLOGE1v8oTr
4299,marty robbins,a white sport coat (with ray conniff),0,3Iy8UTb7n8QpYcQK23ZjG9
4300,eddy arnold,cattle call,0,0rBoz4CbJGRIRgMyCXbPur
4301,faron young,goin' steady,0,4sgQHkppFQrWhAjoQszici
4302,webb pierce,in the jailhouse now,0,5xcJtLxdprEWBR2jRqcQPW
4303,ernest tubb,"goodnight, irene",0,70uBQNPGrjgfvwYhkWZksR
4304,carl perkins,blue suede shoes,0,7bglJCaprPQTfDfovdJS2h
4305,hank williams,"hey, good lookin' - single version",0,7tNJo8NJ7fhprfjyDgdH2A
4306,the weavers,on top of old smokey,0,6En1Wo3q1dTz5QuDhhLWmg
4307,webb pierce,i ain't never - single version,0,57X5xjtkK1Mo9TYAcxgJlx
4308,hank williams,half as much,0,2L5VFTvACbo0pylPdfcnob
4309,kitty wells,making believe - 1955 single version,0,2iz9GU1Z0JvT0KfNysyID7
4310,jim reeves,four walls,0,3qReTgtrLsZDISxor3lJW0
4311,lefty frizzell,i love you a thousand ways,0,7pWjsuL63J2CBvml3dCCS4
4312,hank williams,kaw-liga - single version,0,37F7aHlz6e3hRWuCEntFEQ
4313,jimmie rodgers,honeycomb [single version],0,7MqkjX5YCXhazcaAlHvPmJ
4314,buck owens,under your spell again,0,62aHZDM8REF3iJKIVcNoRK
4317,margaret whiting,i love you because,0,0OnnbhUUfJ23b3UAbBbzAa
4319,slim whitman,indian love call,0,0WrIaFPKeJtGr1SUeKuYH9
4320,patsy cline,walkin' after midnight,0,7E8nKMtXMqIQbvl1Ta9Ucw
4321,moon mullican,i'll sail my ship alone,0,5rEggQfrPHRnZDi8fFeS0L
4322,hank williams,i can't help it (if i'm still in love with you) - single version,0,5hwgwSJrc1NDmBZwmBYX4i
4323,johnny horton,honky tonk man,0,48FZw6qH1o7PH3m5RdBwGM
4324,the everly brothers,wake up little susie,0,11fNLqDB47gMKj7BHhR2Qr
4325,don gibson,i can't stop loving you,0,3mewJ611cPqPIk8EQDiA12
4326,the delmore brothers,"blues, stay away from me",0,2ewXa1fuu1NwFn3zfdC3Ye
4327,duane eddy,rebel rouser,0,4nAJtcmiyoL0ARY5WZY9IN
4328,bobby helms,my special angel,0,6cen3TFIPFBq2VkUM4Fod8
4329,ray price,heartaches by the number,0,361wxJRa6M2sH1Epy2MAC1
4330,hank williams,your cheatin' heart - single version,0,73HgnHCHDEZCmtMpEzxnO0
4331,red foley,alabama jubilee,0,4Go8YDlnV1lgAtJtc02Fq7
4332,elvis presley,(let me be your) teddy bear,0,4FjkmQ9JYaIeh1NxeLEO80
4333,ray price,city lights,0,62RfCZpT2zfBHRXD8yp2WV
4334,don gibson,oh lonesome me,0,5NfJlu8F8zfoBEXfjPnk10
4335,johnny cash,big river,0,6tSlcd8gcp3XGstYNhL3It
4336,porter wagoner,a satisfied mind,0,0L9wb8Sy398mMog38XcfND
4337,eddy arnold,just call me lonesome,0,0DWFp1N36GuQTtyYY9vshy
4338,lefty frizzell,if you've got the money i've got the time - 78rpm version,0,3jvNwwHkWjELV3QALVz47D
4339,johnny cash,don't take your guns to town,0,0p7QF136UOOUHnyU8CuZra
4340,faron young,if you ain't lovin' (you ain't livin'),0,7oanidqUgZO3GxXugm2ucC
4341,bill justis,raunchy,0,5gsVdCTBKYHzzGcYNg1TXT
4342,the browns,the three bells,0,24SbmQo3XQkNLpSBYda4DA
4343,johnny cash,"cry, cry, cry - long version",0,7DP5q4CQMx5hf4K5RnVVYP
4344,eddy arnold,how's the world treating you,0,7oW8AM8E8DeZknzCSCb3lu
4345,marty robbins,el paso,0,4f8hBeMXMvssn6HtFAtblo
4346,lefty frizzell,forever and always,0,7agwsApRblBWDQoFBU67US
4348,johnny cash,a boy named sue - live version,0,67jVZ1CCpjzFKu0ulw1qhi
4349,porter wagoner,green green grass of home,0,5TLkHWQBlL3sMDteMbskzi
4350,floyd cramer,last date - instrumental,0,7rbvjRc6ZTVA3GUXDx3Xtr
4351,loretta lynn,blue kentucky girl,0,2mqXqQnxcFq5tmG98kUQZw
4352,conway twitty,the image of me,0,2jfHjFG4pT0bTTbvSDcOv6
4353,porter wagoner,we'll get ahead someday,0,7mdB5GWRbuWJDxZ2CbarAv
4354,johnny cash,jackson (with june carter cash),0,5fcxVCOtfesNzI2n4Y4kiJ
4355,wynn stewart,it's such a pretty world today,0,32zPvvt7K2nZIbQl7cMM3F
4356,faron young,wine me up,0,2QS8C4T3H1hYpnADMpq8Uz
4357,george jones,the race is on,0,2LyRC7gfWFJd6JI5i8fTJe
4358,david houston,almost persuaded,0,2Krnm3qWdy4VG5vTkT0cDn
4359,ferlin husky,timber i'm falling,0,0jRIzXzMRKbwXLpblAsqsa
4360,glen campbell,wichita lineman - remastered,0,6V9VCm1zOY2lGR80RehJ9i
4361,tammy wynette,i don't wanna play house,0,0mSywazXcVFQZRk2Gg9ImX
4362,bobby bare,the streets of baltimore,0,3kDSSR6noFrYJBxijqEVm3
4363,merle haggard,branded man - remastered,0,2VN8jqhBgwIsU849PKxCfE
4364,marty robbins,don't worry,0,0dPfKBYyPmoSfoLJqeKAs4
4365,hawkshaw hawkins,lonesome 7-7203,0,6ZW6ND4N7oKkUhKqWZhjyk
4366,roy clark,yesterday when i was young,0,34FHyAVCDFURtlrt6HfPHU
4367,porter wagoner,the carroll county accident,0,5b3Bvd2m81gEQRWrShNkx2
4368,tom t. hall,homecoming - single version,0,5Lb38fmngYVaPkLYHuAThe
4369,buck owens,act naturally,0,3JWEMzwpcWCvu4Qw1BIbYi
4370,charley pride,does my ring hurt your finger,0,6VUXsWN3aNqEhaPawlFjep
4371,henson cargill,skip a rope,0,2kzVFcp3kSU1Qld4dYBM7L
4372,glen campbell,gentle on my mind - remastered,0,0mLoTgCB8oU0sJGojRtvDu
4373,jimmy dean,big bad john,0,61uAY9xdzYiIbYJ07XvKso
4375,dave dudley,six days on the road,0,0LpmpBulMgAwtdC3YYgkql
