,Artist,Title,Top100,URI
13217,evan and jaron,crazy for this girl,1,2gdt70w8DOCWGq1HdkgSUd
13219,jay-z,i just wanna love u (give it 2 me),1,0s46SltT4On0Z6kglK1I5c
13220,missy elliott,one minute man,1,0jG92AlXau21qgCQRxGLic
13221,mystikal,danger (been so long),1,0e42i89bY2NmPuVDtey8pg
13222,enya,only time,1,6FLwmdmW77N1Pxb1aWsZmO
13223,toya,i do!!,1,0NdEFLohwfZpyncrBCq1ZY
13224,s club 7,never had a dream come true,1,1rzssdgfZiGs7VAMsYN9SF
13225,tamia,stranger in my house,1,08GOEVXupC6ECbulhPGQKm
13226,jessica simpson,irresistible,1,2TVSa07y6g3HRn4oLWv57M
13227,sunshine anderson,heard it all before,1,0xikWgPgYN9BEes0ieZ8Co
13228,dave matthews band,the space between,1,65KzDXZm9aQt8sA1k0ZVG3
13229,faith hill,there you'll be,1,1s2khOWzC99udpUaPICLJI
13230,musiq soulchild,love,1,6uSa5iCMwPr10Ftpz8w09b
13231,112,it's over now,1,769geiA8btidGHda4BBDOJ
13232,3lw,no more (baby i'ma do right),1,5zn1hpm9N0ylKB7kOtpCw2
13233,nelly furtado,turn off the light,1,6P8pMrMxdkUtW7Ze6Zx2l1
13234,brooks & dunn,ain't nothing 'bout you,1,2BPiamp7M8ARGtxjNyTZWf
13235,jennifer lopez,play,1,7fFCnttacpotkyhTOxKv14
13236,lonestar,i'm already there,1,34Vn9nKfztyLco9lJazy4j
13237,lil' romeo,my baby,1,0s9A4pUBLw68E76vY8LU9K
13238,u2,beautiful day,1,1VuBmEauSZywQVtqbxNqka
13239,blake shelton,austin,1,2WQAknZHrJAEQOFXe0F44P
13240,ludacris,southern hospitality,1,4cNhx6OO1XpvwT6xZnb83B
13241,tim mcgraw,grown men don't cry,1,4RtDZMumlKxsN7IL3AJPUx
13242,ja rule,livin' it up,1,52gqeRlrBE7hqMlRxEsi6y
13243,mariah carey,loverboy,1,2MtYvpiyXNMLN9R1uOuSPj
13244,the isley brothers,contagious,1,7HjJQunSPwkXXVnGeItUEH
13245,jessica andrews,who i am,1,0rK4HCKzv2r1IXqKX3DKpq
13246,willa ford,i wanna be bad,1,6f67kjvFmXZTA47K8JNVBU
13247,kenny chesney,don't happen twice,1,04ccQGJ1i8gL7JoeCPiJbv
13248,diamond rio,one more day,1,1uMi5mWtY2HHiUwHl7S9p7
13249,travis tritt,it's a great day to be alive,1,3oW6SWwGqiZSPTiAp7ZQoH
13250,trick daddy,i'm a thug,1,6j2aNuhJJUnRj6UHcvn5PI
13251,eve 6,here's to the night,1,4tgeQrPu5xkrnwErym2JsJ
13252,toby keith,you shouldn't kiss me like this,1,5ueUywJbmAZY2MF9hdJS2y
13254,outkast,so fresh so clean,1,6glsMWIMIxQ4BedzLqGVi4
13255,nelly,e.i.,1,7M6AvTEHxo2lZIIdOcFsA2
13256,3 doors down,be like that,1,3PbHle8KhJp6GuO1jLdEmQ
13257,nas and bravehearts,oochie wally,1,0LAlDN9m1VodUMl6Ww1cm1
13258,enrique iglesias,hero,1,24Gxm7Eh7tO83E26LG0CsY
13259,fuel,hemorrhage (in my hands),1,1sjrDQXqAa9V07FjKIlAQ4
13260,nickelback,how you remind me,1,0gmbgwZ8iqyMPmXefof8Yf
13261,ashanti,foolish,1,6zMUIb4uce1CzpbjR3vMdN
13262,nelly,hot in herre,1,04KTF78FFg8sOHC1BADqbY
13263,nelly,dilemma,1,0ARK753YaiJbpLUk7z5yIM
13264,the calling,wherever you will go,1,5QpaGzWp0hwB5faV8dkbAz
13265,vanessa carlton,a thousand miles,1,4w1lzcaoZ1IC2K5TwjalRP
13266,linkin park,in the end,1,60a0Rd6pjrkxjPbaKzXjfq
13267,fat joe,what's luv?,1,2mKouqwAIdQnMP43zxR89r
13268,usher,u got it bad,1,7J41dYQolQJEtj3UmKLu5r
13269,puddle of mudd,blurry,1,6lSr3iZTC144PKhvbPFzMp
13270,avril lavigne,complicated,1,5xEM5hIgJ1jjgcEBfpkt2F
13271,ja rule,always on time,1,4hrae8atte6cRlSC9a7VCO
13272,jennifer lopez,ain't it funny (murder remix),1,5ahFyKndeg1hqfmNumL3WF
13273,jimmy eat world,the middle,1,6GG73Jik4jUlQCkKg9JuGO
13275,usher,u don't have to call,1,5PCJldueshnwqQVjS16543
13277,eve,gangsta lovin',1,0WgLpgUdThEpA5L5K0SKq7
13278,creed,my sacrifice,1,2VSbEXqs6NbNiZSTcHlIDR
13279,eminem,without me,1,7lQ8MOhq6IN2w8EYcFNSUk
13280,michelle branch,all you wanted,1,0kr6d8wHDQPlzuET33NVn6
13281,pink,get the party started,1,02jcEwywffn3Tsb48fXmlW
13282,default,wasting my time,1,5dpAN1mjFPL38kh9kWsCiw
13283,creed,one last breath,1,42T2QQv3xgBlpQxaSP7lnK
13284,shakira,"whenever, wherever",1,2lnzGkdtDj5mtlcOW2yRtG
13285,jennifer lopez,i'm gonna be alright,1,2UbFyKS0gTj9NcGLO4NpyZ
13286,cam'ron,oh boy,1,4gdQ8QShlC3toP9Mkc8DwB
13287,dj sammy,heaven,1,0KT6DLAELYSbgfUemzwGPX
13288,no doubt,hey baby,1,2QsoVMTKj5m5kgztTOep98
13289,'n sync,girlfriend,1,6u5flhVFxKZrl9AApvf2SL
13290,mario,just a friend 2002,1,2cxbxpHrND6i4uvUGVvC9J
13291,sheryl crow,soak up the sun,1,215JYyyUnrJ98NK3KEwu6d
13292,pink,don't let me get me,1,1BfRdnfPYrni7zj4ANodBX
13293,n.o.r.e.,nothin',1,5ZKVNTG7yu7gbX4vryqS2X
13294,tweet,oops (oh my),1,5Y0E3dOeynKuLDAXu0t0Bg
13295,kelly clarkson,a moment like this,1,4kvdX9zzsix7jYHsRVkVUH
13297,ashanti,happy,1,6CbcdeTQKj0qTaZTt0xkdk
13298,john mayer,no such thing,1,6Vecwo7AHst9V2CE3kmwr0
13299,pink,just like a pill,1,1BpV8IGf4XsRRJf4Xuui9q
13301,kylie minogue,can't get you out of my head,1,3E7ZwUMJFqpsDOJzEkBrQ7
13302,five for fighting,superman (it's not easy),1,3TwtrR1yNLY1PMPsrGQpOp
13303,eminem,cleanin' out my closet,1,7BMO7O7ImjV8HNTH74Tshv
13304,musiq soulchild,halfcrazy,1,3oXNIpoUMdk8qGkwCeXqGv
13305,mr. cheeks,"lights, camera, action!",1,36gOOIQaBwXZVKL5z2vC3Z
13306,big tymers,still fly,1,563vSy3HB5NHxel1VGQCW6
13307,alicia keys,a woman's worth,1,1NRorokmYEtr1koWybvaE4
13308,craig david,7 days,1,0gPQTLaqHDgdupKEok7J2x
13309,cam'ron,hey ma,1,0Uhnzk5zI46IRlQ04LNOtc
13310,missy elliott,work it,1,3jagJCUbdqhDSPuxP8cAqF
13312,leann rimes,can't fight the moonlight,1,2AogRMqARWyUP7VQ3gmSoY
13313,enrique iglesias,escape,1,24Gxm7Eh7tO83E26LG0CsY
13314,aaliyah,more than a woman,1,0XhNusoLXMdk0DBC7rZdUs
13315,no doubt,hella good,1,1CsUH29MaAIMbfGh4FEG4w
13316,faith evans,i love you,1,6gsmFgUiSTuinJlScwFODv
13317,daniel bedingfield,gotta get thru this,1,4gJoAvFpDvaeqm2EKYGmhb
13318,busta rhymes,"pass the courvoisier, part ii",1,7nYUOwj0CkkGlIV3mZqAJJ
13319,eminem,lose yourself,1,5Z01UMMf7V1o0MzF86s6WJ
13320,michael jackson,butterflies,1,0rT9f5BSZrZ6DvzfBEckG0
13321,brandy,what about us?,1,537F8BYzIMOZBl75qwCXy8
13322,shakira,underneath your clothes,1,15f8Cv8RXUlOOCIf2oaceN
13323,mary j. blige,rainy dayz,1,1F1XjwRzMh8KT2BvH6ISkG
13325,outkast,the whole world,1,074v54tSEWLbq3Hu5wf6uh
13326,no doubt,underneath it all,1,6fR6Z0Vc1K6yQWNUIKjAIR
13327,city high,caramel,1,5dXmPzPDTMWmxmpzxAV1JZ
13328,ll cool j,luv u better,1,0HJYzGavqzjiKMmm4F0UZv
13329,sean paul,gimme the light,1,3SCVtAJq8li6HlKfM4M08u
13330,'n sync,gone,1,4CCUjYJPbSXLL23BFeBVbI
13331,ludacris,rollout (my business),1,4SyadrABZJIjeND1HPJS31
13332,goo goo dolls,here is gone,1,7p1PhtGLjq0ISncRXBHqXY
13333,mary j. blige,no more drama,1,3aw9iWUQ3VrPQltgwvN9Xu
13334,dirty vegas,days go by,1,2RLpFEf6d0708O7Bqhjyxg
13335,ashanti,baby,1,6pWzCKTrKrwbUPzY8RLCoP
13336,kenny chesney,the good stuff,1,1sR3kJi14jA8Gau3a0yXAo
13337,fat joe,we thuggin',1,2EcW94ak7kYH4mDMvI7iWg
13338,steve holy,good morning beautiful,1,0eHT8N5YQglv8cYYizXvSw
13339,aaliyah,rock the boat,1,0K3tgQDfulexWyVVDrxqb7
13340,alan jackson,drive (for daddy gene),1,3xzoXqypESowMIDPX760Ds
13341,jewel,standing still,1,3ME8wEbmrIlu5FS0Jgb0R0
13342,jaheim,anything,1,38084tN66v4KHqiLpl9cN8
13343,brandy,full moon,1,0pLmfgIANOX9FB9uZDU43x
13344,b2k,uh huh,1,2nBY2iQvxOIXrdlJvg7ZPo
13345,celine dion,a new day has come,1,2FTZeRHQ4gRPViPMpWL9uX
13346,george strait,living and living well,1,3YxKqZFpcxBPvpUssL8FS2
13347,toby keith,my list,1,3vzmDjQ7E6gzAVg4ecp6XU
13348,alanis morissette,hands clean,1,2LVxvGhl2U5p2ql2ujc6vZ
13349,avril lavigne,sk8er boi,1,00Mb3DuaIH1kjrwOku9CGU
13350,dixie chicks,long time gone,1,0JiX8NsRdCHm8GliFuf97V
13351,alan jackson,where were you (when the world stopped turning),1,3eSwvMfSA0Fyku6Ak5JEw0
13352,justin timberlake,like i love you,1,6W2Ef5Ph6ILTUAedoQ3QIv
13353,50 cent,in da club,1,4RY96Asd9IefaL3X4LOLZ8
13354,r. kelly,ignition (remix),1,5dNfHmqgr128gMY2tc5CeJ
13355,sean paul,get busy,1,5qTvkDrSfvwDv6RBjjcfQr
13356,beyoncé,crazy in love,1,5IVuqXILoxVWvWEPm82Jxr
13357,3 doors down,when i'm gone,1,3WbphvawbMZ8FyqDxYGdSQ
13358,matchbox twenty,unwell,1,0PXWpNBYg52gABrn1qL1bD
13359,chingy,right thurr,1,0l3GEbH3CviUytD6iX4wzg
13360,aaliyah,miss you,1,2RMnvrnOpvcrznNG2I3DYc
13361,kid rock,picture,1,69j0KoPJuwpnbGWrfn7Yll
13362,evanescence,bring me to life,1,0COqiPhxzoWICwFCS4eZcp
13363,lil jon & the east side boyz,get low,1,0jrz4ZQKCsC6h2vzqgHiEp
13364,beyoncé,baby boy,1,4WY3HyGXsWqjFRCVD6gnTe
13365,"nelly, p. diddy and murphy lee",shake ya tailfeather,1,1lKS7SZQ7r5vOChLwJurmm
13366,50 cent,21 questions,1,41bIQPBE1lFN0mmw6Lmssz
13367,jennifer lopez,all i have,1,3kgutGd839IOYRl6ekeq6V
13368,christina aguilera,beautiful,1,3TCauNPqFiniaYHBvEVoHG
13370,avril lavigne,i'm with you,1,1jlG3KJ3gdYmhfuySFfpO1
13371,uncle kracker,drift away,1,0RFgvrhkf9FiDRLA0BhzpZ
13372,lil' kim,magic stick,1,0aULRU35N9kTj6O1xMULRR
13375,fabolous,into you,1,0yHConG49418wPs8UfAt44
13376,fabolous,can't let you go,1,6lrRIfQDcikJ5y5DtyZPuJ
13377,ja rule,mesmerize,1,2iclfHORMqpR3TxuhwVRhD
13378,the black eyed peas,where is the love?,1,35Zp4bP26ThDW5zA8uyuQs
13379,santana,the game of love,1,41IShViF79gmulEkIHAjcb
13380,ashanti,rock wit u (awww baby),1,6pWzCKTrKrwbUPzY8RLCoP
13381,justin timberlake,cry me a river,1,7Lf7oSEVdzZqTA0kEDSlS5
13382,tyrese,how you gonna act like that,1,3OUApyz3jDB3syGUNGqB1d
13383,justin timberlake,rock your body,1,1AWQoqb9bSvzTjaLralEkT
13384,wayne wonder,no letting go,1,5dWfl2PBpKHpBVdz95wxK1
13385,pharrell,frontin',1,0iFOG4Ki9aDmJUYUFHQlPG
13386,dixie chicks,landslide,1,5hviCr3lgg6LY6noG6DPKs
13387,jay-z,'03 bonnie & clyde,1,5ljCWsDlSyJ41kwqym2ORw
13388,nivea,don't mess with my man,1,39YovPslPCXbFYhlYjsZ2Y
13389,monica,so gone,1,6BIcjFZIVDZxNAcofRFPx4
13390,nelly,air force ones,1,7kAFSrTIOiVZ0gnHBuAH3l
13391,lumidee,"never leave you (uh oooh, uh oooh)",1,1AjQE5MtP5jHQMyDepbvLI
13392,missy elliott,gossip folks,1,75DjPjiIp2fvJDjtt41Jfs
13393,kelly clarkson,miss independent,1,2CZi8d774dBB0wiuWMIpr8
13394,train,calling all angels,1,0E29BKKGCJHcb7b9oIWgGB
13395,youngbloodz,damn!,1,5TpaWJKnuyA4MjzAbFXSTQ
13396,clay aiken,this is the night,1,6pbQd4y7VwdLXQJWTBX2LZ
13397,john mayer,your body is a wonderland,1,7vFv0yFGMJW3qVXbAd9BK9
13398,trapt,headstrong,1,1AEYT6VxrxXPMoQUxsY0E4
13399,ginuwine,in those jeans,1,5ojJNnX5ND2gMGojPd3NiO
13400,ludacris,stand up,1,2CtCwQhY0ZLvr8L2l8Bo6e
13401,jason mraz,the remedy (i won't worry),1,4tK4ARuilOrBzwVQK73E0Y
13402,santana,why don't you & i,1,43LdgobPlcCc5g9Kmactvy
13403,jay-z,excuse me miss,1,0ZHu7jkSSrT0eK4OxuG4O5
13404,jennifer lopez,jenny from the block,1,4ZOyH6KjomjlqCz3oFqglr
13405,michelle branch,are you happy now?,1,5B7XIcS5T76NJZFOHX30Io
13406,shania twain,forever and for always,1,5eQtR62IZ8P8qZM2pSD9Ip
13407,nas,i can,1,2NPxL1QqPrD1a7OLHjVcAP
13408,daniel bedingfield,if you're not the one,1,4gJoAvFpDvaeqm2EKYGmhb
13409,r. kelly,thoia thoing,1,5uj2AfrbHQREGXVxhqhvyU
13410,3 doors down,here without you,1,3NLrRZoMF0Lx6zTlYqeIo4
13411,50 cent,wanksta,1,6rpNe6gSkmiYW6BfSFATi5
13412,mýa,my love is like...wo,1,3Gamc2D6VSlXpUcmhPUFYt
13413,alan jackson,it's five o'clock somewhere,1,5oHHMDcVOmPSFrCgdbHPdb
13414,sean paul,like glue,1,6pbCkvCENw0suVGr4Ckkae
13415,christina aguilera,can't hold us down,1,0cv1Mnb47oMvjVKMc2cyZw
13416,lonestar,my front porch looking in,1,2CVJECHIdpe8otFH0XFI4F
13417,puddle of mudd,she hates me,1,16DhvbuyvJob4Q9GHNYu2n
13418,frankie j,don't wanna try,1,1XE1UGRpvvkaFEeqe1OJpw
13419,lil' kim,the jump off,1,6UZS3KgNc0NF13bbtQTzD6
13420,jewel,intuition,1,0sYalxPCX8OcwdYZcFzRgN
13421,ginuwine,hell yeah,1,1p149YJfXkHkSzYp4UZUxV
13422,toby keith,beer for my horses,1,7E2DqvnVtbIrFrL5X6YH9Q
13423,chingy,holidae in,1,0FmCLEHfINGqwlyzvklNqy
13424,baby bash,suga suga,1,6Nq5lE0CeOAAAqN4qhkbZU
13425,erykah badu,love of my life (an ode to hip-hop),1,0ieS2bue78yadTdPiyzsaO
13426,christina aguilera,fighter,1,7nXq1vaZiz7PdbfojpPjW5
13427,2pac,thugz mansion,1,3eBBbAEBQdr6tkUUd8gyuQ
13428,coldplay,clocks,1,0BCPKOYdS2jbQ8iyB56Zns
13429,jaheim,put that woman first,1,3OQu3z3okKVmWxSXTTHak5
13430,ashanti,rain on me,1,1YZBMqN8kHaaRPXpQTC3kb
13431,mark wills,19 somethin',1,0ElpjZyX8YBiXuYcDC1Ci9
13432,young gunz,"can't stop, won't stop",1,1kgDlypHy9hCvCxeoCtd7X
13433,brooks & dunn,red dirt road,1,3EZzghqykkfOB0Z8d0kTSt
13434,dierks bentley,what was i thinkin',1,0r8iDf65NHgFgZOGLwj5r8
13435,ruben studdard,flying without wings,1,4vzYcDxBXAUPYDUna4BVeE
13436,eminem,sing for the moment,1,3CpoeW0cZSDzIRv5z34F87
13437,darryl worley,have you forgotten?,1,5JWuz7zukN8z9JLNm29U5K
13438,kenny chesney,"no shoes, no shirt, no problems",1,208bYsadJ56km31IENM2qS
13439,aaliyah,come over,1,583aiqWlHXeSGDC606QZOg
13440,field mob,sick of being lonely,1,0rBzABScu9c6D1Juislm2z
13441,r. kelly,step in the name of love,1,7lrAsaTw9CTh5uSr0fvHOd
13442,thalía,i want you,1,1HCPjfa02m5JwcO37LHfYb
13443,audioslave,like a stone,1,3YuaBvuZqcwN3CEAyyoaei
13444,norah jones,don't know why,1,6ybViy2qrO9sIi41EgRJgx
13445,eminem,superman,1,4woTEX1wYOTGDqNXuavlRC
13446,tim mcgraw,real good man,1,4ns2xaym21aBOOUN1vaBPJ
13447,floetry,say yes,1,2fE4MbwX3QGMzNaMjGVhtw
13448,usher,yeah!,1,5rb9QrpfcKFHM1EUbSIurX
13449,usher,burn,1,7z3N2W7Xz1t2G2sAO8wFVH
13450,alicia keys,if i ain't got you,1,3XVBdLihbNbxUwZosxcGuJ
13451,maroon 5,this love,1,6ECp64rv50XVz93WvxXMGF
13452,outkast,the way you move,1,5z7mYFfhw6N6f23VwrokJD
13453,hoobastank,the reason,1,77loZpT5Y5PRP1S451P9Yz
13454,mario winans,i don't wanna know,1,2yr2HnFYl7XvqJk4fXoQBt
13455,outkast,hey ya!,1,2PpruBYCo4H7WOBJ7Q2EwM
13456,ciara,goodies,1,7uKcScNXuO3MWw6LowBjW1
13457,terror squad,lean back,1,2Ozc0me9PV5vlt8cokwdvI
13458,j-kwon,tipsy,1,0jSMveIWvnhDIvzqN74Uc7
13459,usher,confessions part ii,1,7wBThXx7BGZHJJ3aN3OPvv
13460,juvenile,slow motion,1,6ihObRBTB8xdSH2mlERtOX
13461,petey pablo,freek-a-leek,1,4MeDnO5yA2Zi6IMlVApRci
13462,twista,slow jamz,1,3A4cpTBPaIQdtPFb5JxtaX
13463,nickelback,someday,1,4PkJ7c9y1CwpuVOiJODnCZ
13464,beyoncé,naughty girl,1,0YGQ3hZcRLC5YX7o0hdmHg
13465,evanescence,my immortal,1,4UzVcXufOhGUwF56HT7b8M
13466,lil' flip,sunshine,1,4s0o8TJHfX9LLHa0umnOzT
13467,jay-z,dirt off your shoulder,1,09RtW6BK033KbAGPRmM57W
13468,nina sky,move ya body,1,2ndnVdR8si7CW9T8vJRHyW
13469,christina milian,dip it low,1,4L55p6txv9vuCWhpNnY6eY
13470,usher and alicia keys,my boo,1,1O6AULcMPZmwCZVTX3Vn0G
13471,chingy,one call away,1,0UNTBB02C1aB55Fu4H63qd
13472,beyoncé,"me, myself and i",1,6XsT5UGfpaFeHQf5LRIy4W
13473,kevin lyttle,turn me on,1,0RmXtDH1cBMGImRrmn5xL6
13474,sheryl crow,the first cut is the deepest,1,7gN24J8E0pR3G2nsbhkcjw
13475,alicia keys,you don't know my name,1,6LGwYMXXgURfaequXipzHx
13476,nelly,my place,1,1NAyvpW70a9lxY0YlLWFV4
13477,twista,overnight celebrity,1,2tOZtdbkAMQASWokLvSlzj
13478,cassidy,hotel,1,4hHXhCRSnOKd6nMGaivmD0
13479,linkin park,numb,1,2nLtzopw4rPReszdYBJU6h
13480,alicia keys,diary,1,3XVBdLihbNbxUwZosxcGuJ
13481,maroon 5,she will be loved,1,1R2r2Tpfyw9aLrLvIq9GHl
13482,dido,white flag,1,3adnLFXKO5rC1lhUNSeg3N
13483,no doubt,it's my life,1,2fOxxLz9JVe53itq6pfBak
13484,ashlee simpson,pieces of me,1,7yXibbAYi4to5oQTeO738f
13485,jojo,leave (get out),1,6nIcGJK6Pj1ThzC6r8O8hA
13486,kelis,milkshake,1,2s0ouHqJebHfiQ6C1GUFJd
13487,ludacris,splash waterfalls,1,2T8hXV9LUZMDBKR5RALGEa
13488,kanye west,jesus walks,1,5g1vtHqi9uV7xtYeCcFOBx
13489,akon,locked up,1,0YUrjFy4qFKOO5NhM9tYdV
13490,kanye west,all falls down,1,5SkRLpaGtvYPhw02vZhQQ9
13491,britney spears,toxic,1,6I9VzXrHxO9rA9A5euc8Ak
13492,ying yang twins,salt shaker,1,4Kd0FzFpOgIGxlBl4HXuFn
13493,jessica simpson,with you,1,7pNJ1T9TGbVbNHKaLhhPri
13494,switchfoot,meant to live,1,2md2i5QvelRFnafpnd6LOg
13495,houston,i like that,1,4MMqj7HaLL8BphbBZnlsdq
13496,ruben studdard,sorry 2004,1,2u34ZVPVlr7hfN7vDr1512
13497,avril lavigne,my happy ending,1,6sqNctd7MlJoKDOxPVCAvU
13498,lloyd banks,on fire,1,0B2ZuTLZnWQ6gz8RlNwBu1
13499,outkast,roses,1,6bUNEbXT7HovLW6BgPCBsb
13500,jagged edge,walked outta heaven,1,06ZDLodo1UDVavc3MXREZ3
13501,destiny's child,lose my breath,1,4dvQg9sD8k9y4qiEURuj8v
13502,d12,my band,1,4XHQyvbrBsQaaBUW1VvmsL
13503,sean paul,i'm still in love with you,1,3MhdH8PxqH1FuQp3HBptUI
13504,kanye west,through the wire,1,4mmkhcEm1Ljy1U9nwtsxUo
13505,jadakiss,why?,1,58LflM1owDAzQkYIL7ayCX
13506,eamon,fuck it (i don't want you back),1,1p5kC161fWMA2QlwV3Vi4W
13507,avant,read your mind,1,6cR1U61DMpYbS2TtNTlSvo
13508,lil' flip,game over (flip),1,79lmvU7Qmc8QpXilbSk37z
13509,finger eleven,one thing,1,2BepFzUWfczDk68DXj10w3
13510,ll cool j,headsprung,1,1GIN41bLhiKeEPeC2vXH8i
13511,snoop dogg,drop it like it's hot,1,2NBQmPrOEEjA8VbeWOQGxO
13512,monica,u should've known better,1,0EQuu6hyNACWI7LT7N5pRv
13513,ryan cabrera,on the way down,1,1GwVi2ceNb8dMFA3DZGnnY
13514,kelly clarkson,breakaway,1,3xrn9i8zhNZsTtcoWgQEAd
13515,jet,are you gonna be my girl,1,305WCRhhS10XUcH6AEwZk6
13516,five for fighting,100 years,1,2lFlveK1y13WWp3vnQtrr3
13517,linkin park,breaking the habit,1,4HcDu9IGRCvSTJE4yW5Ugv
13518,nick cannon,gigolo,1,1T1ZUKX4X87tVLaBGjwFv4
13519,tim mcgraw,live like you were dying,1,7B1QliUMZv7gSTUGAfMRRD
13520,alan jackson,remember when,1,1nCSr7oGeUv7sUEoYuAJFF
13521,britney spears,everytime,1,0dRhSF9LV0HR8Jwd3MMMKJ
13522,lloyd,southside,1,7lurcq2Yw96B1K0KOJAHxg
13523,beenie man,dude,1,5XWjx5tHMsOI7BZh8wjeSu
13524,g-unit,wanna get to know you,1,1dHJETCn2X1R1YwVlMvSza
13525,the black eyed peas,let's get it started,1,0yiMXziZxioCUYYABntJxK
13526,kenny chesney,when the sun goes down,1,5vLonpxn4VN0A8GtQOBSG0
13527,toby keith,american soldier,1,0oVWPlnK5eAqnJCVB0FvpP
13528,jay-z,change clothes,1,1xE7osYAtzz1PvLoVdOp5E
13529,keith urban,you'll think of me,1,0lZxd99ZIjA0zUdQAY3FXr
13530,r. kelly,happy people,1,266hoXlxTshUk4XsNQK5to
13531,the black eyed peas,hey mama,1,6W3c6pmDgT04I0Nk87JFyK
13532,nelly,over and over,1,2b8QQqf8Vwb7bfz22ja8Fk
13533,gretchen wilson,redneck woman,1,26bL4gSULWDgdIMX0pRFrG
13534,eminem,just lose it,1,0qcjuYtMWhBjXg0Xwt5SzS
13535,john michael montgomery,letters from home,1,15cGdiAHmezm0P04jVAjMo
13536,kenny chesney,i go back,1,57I7CUbXo4XlWuTVB8pXW6
13537,mariah carey,we belong together,1,3LmvfNUQtglbTrydsdIqFU
13538,gwen stefani,hollaback girl,1,0LzrhCZFXW94Y8nwtTuRlw
13539,mario,let me love you,1,3ibKnFDaa3GhpPGlOUj7ff
13540,kelly clarkson,since u been gone,1,3xrn9i8zhNZsTtcoWgQEAd
13541,ciara,"1, 2 step",1,7uKcScNXuO3MWw6LowBjW1
13542,kanye west,gold digger,1,1PS1QMdUqOal0ai3Gt7sDQ
13543,green day,boulevard of broken dreams,1,5GorCbAP4aL0EJ16frG2hd
13544,50 cent,candy shop,1,5D2mYZuzcgjpchVY1pmTPh
13545,the pussycat dolls,don't cha,1,1gZ7i4qxXkHZb1r6eioaAP
13546,kelly clarkson,behind these hazel eyes,1,0AKAxdNkwq9ZxRdW1DN9zW
13547,50 cent,disco inferno,1,69bHJ9qs5FrUJbKP8xU8uZ
13548,lifehouse,you and me,1,0815caqt2Lytro5EIzMufT
13549,the black eyed peas,don't phunk with my heart,1,4MtDnnAJ1AtWit10FRmZdW
13550,missy elliott,lose control,1,0UaMYEvWZi0ZqiDOoHU3YI
13551,mariah carey,shake it off,1,4VKnkoNNM6yTb4cXXX3wqD
13552,the killers,mr. brightside,1,7oK9VyNzrYvRFo7nQEYkWN
13553,50 cent,just a lil bit,1,4nva9EpKntUTs6CRSGBCn9
13554,rihanna,pon de replay,1,4TsmezEQVSZNNPv5RJ65Ov
13555,the game,how we do,1,4PmMVdIFpJTB9WQbmILf4p
13556,weezer,beverly hills,1,1yKu2MhpwzDXXH2tzG6xoa
13557,ciara,oh,1,7i7UIbm5E0DD7aSOYvwp2v
13558,rob thomas,lonely no more,1,4faFAhOflLzhfJECveRwva
13559,the game,hate it or love it,1,2wGSgTmgSF3xjRrHkTc25R
13560,lil jon,lovers & friends,1,41PWz0hAiU9FqsmjR9Wh62
13561,destiny's child,soldier,1,4FTOpNYcGxnQdGNWSxIcio
13562,will smith,switch,1,2bmxx16hNi3W5FGzfFO9xX
13563,bow wow,let me hold you,1,1oNToERLIN71YCPLbRIQGQ
13564,bow wow,like you,1,3jEqrIfwKO0M8ALu3TGilF
13565,gwen stefani,rich girl,1,2Y2q7PkD7lvuWr8YaZfWuv
13566,the black eyed peas,my humps,1,19JdbdEwQI7bCxefMokZO8
13567,frankie j,obsession (no es amor),1,6LpYKfPDviJJDWNDOrtnoA
13568,usher,caught up,1,5zdUc1JRCImBYcDWgvFNpE
13569,dht,listen to your heart,1,5KqEPvurLuOoV64tNylPO6
13570,papa roach,scars,1,1UREw2MCfU0xwBzCAjxlUD
13571,gorillaz,feel good inc.,1,0d28khcov6AiegSCpG5TuT
13572,3 doors down,let me go,1,0nNVR2iDM3eVzEgMi78vQm
13573,green day,holiday,1,4VgEM12OeaN3GyBV487Me7
13574,fall out boy,"sugar, we're goin down",1,2TfSHkHiFO4gRztVIkggkE
13575,pretty ricky,grind with me,1,3B7i9OKRRmIsSBHEbJz58Y
13576,chris brown,run it!,1,7xYnUQigPoIDAMPVK79NEq
13577,nickelback,photograph,1,3hb2ScEVkGchcAQqrPLP0R
13578,akon,lonely,1,5QnM8r0kqFdM84k18aFE2V
13579,howie day,collide,1,6dwkFmLUz6hx2CZG2EqLol
13580,green day,wake me up when september ends,1,3ZffCQKLFLUvYM59XKLbVm
13581,bobby valentino,slow down,1,4Ilen0VxPEsVRLpnePji8P
13582,trillville,some cut,1,71mDjdeVK9sqXmamMHaAfX
13583,fat joe,get it poppin',1,3zdDxhDo5SycC7XSAPfdjv
13584,young jeezy,soul survivor,1,0Ss50OU9tCozI7JIywkv14
13585,ludacris,pimpin' all over the world,1,6VixoRqnikN4QqegoKUSbH
13586,trick daddy,sugar (gimme some),1,7x6SuiiH3fcrsAgfkp2OwQ
13587,alicia keys,karma,1,588RGyR1f4Plc8nm7SrdCa
13588,coldplay,speed of sound,1,7clUVcSOtkNWa58Gw5RfD4
13589,gavin degraw,i don't want to be,1,4vl2zwXsTmAxgu9iY0g6UK
13590,eminem,mockingbird,1,561jH07mF1jHuk7KlaeF0s
13591,shakira,la tortura,1,5BSclXJTa9B0iURhUjZo50
